"","sort.n3gramstats..decreasing...T.","last"
"24865",9,"the twentieth century"
"24866",9,"the two people"
"24867",9,"the two women"
"24868",9,"the union and"
"24869",9,"the university has"
"24870",9,"the victim of"
"24871",9,"the view from"
"24872",9,"the waiting room"
"24873",9,"the warmth of"
"24874",9,"the water in"
"24875",9,"the wave of"
"24876",9,"the ways of"
"24877",9,"the week after"
"24878",9,"the week is"
"24879",9,"the week the"
"24880",9,"the week to"
"24881",9,"the weekend in"
"24882",9,"the welfare of"
"24883",9,"the whole point"
"24884",9,"the will to"
"24885",9,"the window of"
"24886",9,"the wizard of"
"24887",9,"the words i"
"24888",9,"the working class"
"24889",9,"the world so"
"24890",9,"the world when"
"24891",9,"the world who"
"24892",9,"the worlds biggest"
"24893",9,"the wrath of"
"24894",9,"the x factor"
"24895",9,"the years of"
"24896",9,"their heads and"
"24897",9,"them a little"
"24898",9,"them and how"
"24899",9,"them as much"
"24900",9,"them but i"
"24901",9,"them for a"
"24902",9,"them for their"
"24903",9,"them he said"
"24904",9,"them i think"
"24905",9,"them into a"
"24906",9,"them that is"
"24907",9,"them that they"
"24908",9,"them they are"
"24909",9,"them through the"
"24910",9,"them to have"
"24911",9,"then i am"
"24912",9,"then i thought"
"24913",9,"there are moments"
"24914",9,"there are not"
"24915",9,"there so i"
"24916",9,"there was always"
"24917",9,"there was never"
"24918",9,"there was not"
"24919",9,"there were other"
"24920",9,"there were three"
"24921",9,"there when i"
"24922",9,"there will also"
"24923",9,"theres a new"
"24924",9,"theres been a"
"24925",9,"theres lots of"
"24926",9,"these days and"
"24927",9,"they are playing"
"24928",9,"they are to"
"24929",9,"they both have"
"24930",9,"they call me"
"24931",9,"they came from"
"24932",9,"they came out"
"24933",9,"they came to"
"24934",9,"they can also"
"24935",9,"they can to"
"24936",9,"they cannot be"
"24937",9,"they come to"
"24938",9,"they continue to"
"24939",9,"they do is"
"24940",9,"they don’t want"
"24941",9,"they dont even"
"24942",9,"they found a"
"24943",9,"they going to"
"24944",9,"they had no"
"24945",9,"they had the"
"24946",9,"they hope to"
"24947",9,"they just dont"
"24948",9,"they made a"
"24949",9,"they make it"
"24950",9,"they still have"
"24951",9,"they want a"
"24952",9,"they were and"
"24953",9,"they were doing"
"24954",9,"they were made"
"24955",9,"they were to"
"24956",9,"thing if you"
"24957",9,"thing in my"
"24958",9,"things we have"
"24959",9,"think he would"
"24960",9,"think i saw"
"24961",9,"think if you"
"24962",9,"think is the"
"24963",9,"think it has"
"24964",9,"think its going"
"24965",9,"think of something"
"24966",9,"think one of"
"24967",9,"think she is"
"24968",9,"think that this"
"24969",9,"think that was"
"24970",9,"think they should"
"24971",9,"think they were"
"24972",9,"think twice about"
"24973",9,"thinking about all"
"24974",9,"this afternoon and"
"24975",9,"this blog i"
"24976",9,"this case it"
"24977",9,"this is good"
"24978",9,"this is happening"
"24979",9,"this just in"
"24980",9,"this makes me"
"24981",9,"this month and"
"24982",9,"this morning so"
"24983",9,"this morning thanks"
"24984",9,"this morning to"
"24985",9,"this of course"
"24986",9,"this opportunity to"
"24987",9,"this school year"
"24988",9,"this spring and"
"24989",9,"this stuff is"
"24990",9,"this time but"
"24991",9,"this time he"
"24992",9,"this time next"
"24993",9,"this very moment"
"24994",9,"this was just"
"24995",9,"this week im"
"24996",9,"this weekend at"
"24997",9,"this will make"
"24998",9,"this world and"
"24999",9,"this would happen"
"25000",9,"this year at"
"25001",9,"this year my"
"25002",9,"those are some"
"25003",9,"those kinds of"
"25004",9,"those who know"
"25005",9,"though i dont"
"25006",9,"though i was"
"25007",9,"though there is"
"25008",9,"thought he would"
"25009",9,"thought that it"
"25010",9,"thought u were"
"25011",9,"thought you would"
"25012",9,"three of my"
"25013",9,"through the process"
"25014",9,"through the streets"
"25015",9,"throughout the world"
"25016",9,"throw in a"
"25017",9,"thursday that the"
"25018",9,"time and that"
"25019",9,"time and you"
"25020",9,"time before the"
"25021",9,"time for that"
"25022",9,"time i do"
"25023",9,"time i know"
"25024",9,"time i love"
"25025",9,"time in years"
"25026",9,"time its not"
"25027",9,"time thank you"
"25028",9,"time that he"
"25029",9,"time to catch"
"25030",9,"time to leave"
"25031",9,"time to look"
"25032",9,"time to the"
"25033",9,"time we were"
"25034",9,"time when the"
"25035",9,"time you can"
"25036",9,"times a month"
"25037",9,"times and the"
"25038",9,"to a nearby"
"25039",9,"to a stop"
"25040",9,"to a win"
"25041",9,"to account for"
"25042",9,"to achieve a"
"25043",9,"to act as"
"25044",9,"to admit it"
"25045",9,"to all that"
"25046",9,"to also be"
"25047",9,"to an hour"
"25048",9,"to apologize for"
"25049",9,"to apologize to"
"25050",9,"to be added"
"25051",9,"to be announced"
"25052",9,"to be eligible"
"25053",9,"to be from"
"25054",9,"to be fun"
"25055",9,"to be hard"
"25056",9,"to be learned"
"25057",9,"to be played"
"25058",9,"to be present"
"25059",9,"to be proud"
"25060",9,"to be published"
"25061",9,"to be taking"
"25062",9,"to become more"
"25063",9,"to bed at"
"25064",9,"to break down"
"25065",9,"to bring me"
"25066",9,"to call a"
"25067",9,"to capitalize on"
"25068",9,"to care about"
"25069",9,"to celebrate with"
"25070",9,"to commemorate the"
"25071",9,"to commit to"
"25072",9,"to compensate for"
"25073",9,"to contend with"
"25074",9,"to convert to"
"25075",9,"to cover it"
"25076",9,"to cross the"
"25077",9,"to cut it"
"25078",9,"to decide if"
"25079",9,"to decide what"
"25080",9,"to destroy the"
"25081",9,"to determine what"
"25082",9,"to develop and"
"25083",9,"to do nothing"
"25084",9,"to do tonight"
"25085",9,"to donate to"
"25086",9,"to eat them"
"25087",9,"to end a"
"25088",9,"to enhance the"
"25089",9,"to escape from"
"25090",9,"to everyone that"
"25091",9,"to experiment with"
"25092",9,"to explain it"
"25093",9,"to explain that"
"25094",9,"to extend the"
"25095",9,"to feel good"
"25096",9,"to feel that"
"25097",9,"to fight back"
"25098",9,"to find in"
"25099",9,"to find someone"
"25100",9,"to finish it"
"25101",9,"to fix a"
"25102",9,"to follow in"
"25103",9,"to get ahead"
"25104",9,"to get myself"
"25105",9,"to give his"
"25106",9,"to go all"
"25107",9,"to go off"
"25108",9,"to have his"
"25109",9,"to have so"
"25110",9,"to have something"
"25111",9,"to help pay"
"25112",9,"to her i"
"25113",9,"to him in"
"25114",9,"to hit up"
"25115",9,"to honor the"
"25116",9,"to include in"
"25117",9,"to introduce you"
"25118",9,"to it in"
"25119",9,"to it so"
"25120",9,"to jump in"
"25121",9,"to just be"
"25122",9,"to keep all"
"25123",9,"to keep going"
"25124",9,"to keep our"
"25125",9,"to keep that"
"25126",9,"to keep things"
"25127",9,"to keep this"
"25128",9,"to know is"
"25129",9,"to law enforcement"
"25130",9,"to let him"
"25131",9,"to like the"
"25132",9,"to live here"
"25133",9,"to live on"
"25134",9,"to live the"
"25135",9,"to lose my"
"25136",9,"to lose their"
"25137",9,"to make decisions"
"25138",9,"to make ends"
"25139",9,"to me how"
"25140",9,"to me what"
"25141",9,"to meet and"
"25142",9,"to mention that"
"25143",9,"to most of"
"25144",9,"to my amazing"
"25145",9,"to my dad"
"25146",9,"to my face"
"25147",9,"to my first"
"25148",9,"to my friends"
"25149",9,"to my mind"
"25150",9,"to new jersey"
"25151",9,"to new orleans"
"25152",9,"to offer the"
"25153",9,"to oversee the"
"25154",9,"to pack up"
"25155",9,"to pay in"
"25156",9,"to pick it"
"25157",9,"to pick the"
"25158",9,"to play but"
"25159",9,"to pm and"
"25160",9,"to pm the"
"25161",9,"to post it"
"25162",9,"to pull off"
"25163",9,"to read i"
"25164",9,"to reconnect with"
"25165",9,"to rein in"
"25166",9,"to represent the"
"25167",9,"to resolve the"
"25168",9,"to ride the"
"25169",9,"to room temperature"
"25170",9,"to run out"
"25171",9,"to say anything"
"25172",9,"to say im"
"25173",9,"to say in"
"25174",9,"to say is"
"25175",9,"to settle at"
"25176",9,"to share your"
"25177",9,"to show us"
"25178",9,"to speak at"
"25179",9,"to spend it"
"25180",9,"to spend on"
"25181",9,"to start your"
"25182",9,"to step in"
"25183",9,"to take up"
"25184",9,"to text you"
"25185",9,"to that point"
"25186",9,"to the beginning"
"25187",9,"to the case"
"25188",9,"to the field"
"25189",9,"to the kids"
"25190",9,"to the kitchen"
"25191",9,"to the lord"
"25192",9,"to the moon"
"25193",9,"to the nba"
"25194",9,"to the outside"
"25195",9,"to the overall"
"25196",9,"to the past"
"25197",9,"to the plate"
"25198",9,"to the press"
"25199",9,"to the radio"
"25200",9,"to the river"
"25201",9,"to the roof"
"25202",9,"to the senate"
"25203",9,"to the site"
"25204",9,"to the situation"
"25205",9,"to the time"
"25206",9,"to the wonderful"
"25207",9,"to the work"
"25208",9,"to them in"
"25209",9,"to those in"
"25210",9,"to throw the"
"25211",9,"to try that"
"25212",9,"to understand it"
"25213",9,"to understand what"
"25214",9,"to us the"
"25215",9,"to use that"
"25216",9,"to use your"
"25217",9,"to wait a"
"25218",9,"to wait till"
"25219",9,"to wait to"
"25220",9,"to walk in"
"25221",9,"to watch her"
"25222",9,"to watch on"
"25223",9,"to which the"
"25224",9,"to win an"
"25225",9,"to work from"
"25226",9,"to you guys"
"25227",9,"to you soon"
"25228",9,"to your new"
"25229",9,"today cant wait"
"25230",9,"today in a"
"25231",9,"today marks the"
"25232",9,"today so i"
"25233",9,"today that the"
"25234",9,"told him it"
"25235",9,"told me about"
"25236",9,"told me the"
"25237",9,"told me you"
"25238",9,"told police that"
"25239",9,"told reporters that"
"25240",9,"tomorrow at am"
"25241",9,"tomorrow night at"
"25242",9,"tonight is the"
"25243",9,"tonight see you"
"25244",9,"tonight will be"
"25245",9,"too bad you"
"25246",9,"too far away"
"25247",9,"too i cant"
"25248",9,"too tired to"
"25249",9,"took a lot"
"25250",9,"took a nap"
"25251",9,"took place at"
"25252",9,"top it off"
"25253",9,"top of her"
"25254",9,"top of this"
"25255",9,"topped with a"
"25256",9,"totally worth it"
"25257",9,"transfer to a"
"25258",9,"tried to tell"
"25259",9,"trip to a"
"25260",9,"try and be"
"25261",9,"try something new"
"25262",9,"try to take"
"25263",9,"trying to force"
"25264",9,"trying to hold"
"25265",9,"trying to kill"
"25266",9,"trying to put"
"25267",9,"trying to think"
"25268",9,"trying to use"
"25269",9,"tune in at"
"25270",9,"turned it into"
"25271",9,"turning into a"
"25272",9,"two months after"
"25273",9,"two outs in"
"25274",9,"two types of"
"25275",9,"two years before"
"25276",9,"two years to"
"25277",9,"type of person"
"25278",9,"u can do"
"25279",9,"u going to"
"25280",9,"u got it"
"25281",9,"u in a"
"25282",9,"u in the"
"25283",9,"unaware of the"
"25284",9,"under the plan"
"25285",9,"university medical center"
"25286",9,"university of florida"
"25287",9,"unless of course"
"25288",9,"up and be"
"25289",9,"up and it"
"25290",9,"up at my"
"25291",9,"up being a"
"25292",9,"up early to"
"25293",9,"up for an"
"25294",9,"up for my"
"25295",9,"up for our"
"25296",9,"up for what"
"25297",9,"up from my"
"25298",9,"up i know"
"25299",9,"up most of"
"25300",9,"up on her"
"25301",9,"up on it"
"25302",9,"up on you"
"25303",9,"up percent of"
"25304",9,"up so i"
"25305",9,"up to do"
"25306",9,"up to her"
"25307",9,"up to its"
"25308",9,"up to percent"
"25309",9,"us an email"
"25310",9,"us as well"
"25311",9,"us he said"
"25312",9,"us how to"
"25313",9,"us into the"
"25314",9,"us it is"
"25315",9,"us out of"
"25316",9,"us thanks for"
"25317",9,"us that the"
"25318",9,"us to have"
"25319",9,"us to use"
"25320",9,"us we are"
"25321",9,"us will be"
"25322",9,"us with the"
"25323",9,"use the term"
"25324",9,"used on the"
"25325",9,"used to say"
"25326",9,"very lucky to"
"25327",9,"very much and"
"25328",9,"victory in the"
"25329",9,"video of the"
"25330",9,"view from the"
"25331",9,"votes in the"
"25332",9,"wait for tomorrow"
"25333",9,"wait to show"
"25334",9,"wake up at"
"25335",9,"waking up with"
"25336",9,"walk down the"
"25337",9,"walk into a"
"25338",9,"walked through the"
"25339",9,"walking distance of"
"25340",9,"want her to"
"25341",9,"want to add"
"25342",9,"want to support"
"25343",9,"want to throw"
"25344",9,"wanted him to"
"25345",9,"wanted to give"
"25346",9,"wanted to play"
"25347",9,"wanted to put"
"25348",9,"wanted to use"
"25349",9,"wanted you to"
"25350",9,"wants to come"
"25351",9,"wants to hear"
"25352",9,"was a complete"
"25353",9,"was a fun"
"25354",9,"was a mistake"
"25355",9,"was a pretty"
"25356",9,"was a total"
"25357",9,"was a young"
"25358",9,"was all i"
"25359",9,"was born to"
"25360",9,"was built in"
"25361",9,"was called to"
"25362",9,"was close to"
"25363",9,"was down to"
"25364",9,"was for a"
"25365",9,"was found on"
"25366",9,"was going through"
"25367",9,"was happy with"
"25368",9,"was in this"
"25369",9,"was it a"
"25370",9,"was just so"
"25371",9,"was made for"
"25372",9,"was not as"
"25373",9,"was not going"
"25374",9,"was not only"
"25375",9,"was of course"
"25376",9,"was placed on"
"25377",9,"was probably the"
"25378",9,"was put on"
"25379",9,"was quick to"
"25380",9,"was really good"
"25381",9,"was referring to"
"25382",9,"was released from"
"25383",9,"was seen as"
"25384",9,"was shot and"
"25385",9,"was sitting on"
"25386",9,"was sold by"
"25387",9,"was sort of"
"25388",9,"was struck by"
"25389",9,"was suffering from"
"25390",9,"was the greatest"
"25391",9,"was told by"
"25392",9,"was told to"
"25393",9,"was very nice"
"25394",9,"was your favorite"
"25395",9,"watch the show"
"25396",9,"watching a movie"
"25397",9,"water on the"
"25398",9,"way he is"
"25399",9,"way is to"
"25400",9,"way of the"
"25401",9,"we all want"
"25402",9,"we are no"
"25403",9,"we are taking"
"25404",9,"we are waiting"
"25405",9,"we arrived at"
"25406",9,"we believe in"
"25407",9,"we can come"
"25408",9,"we can to"
"25409",9,"we could not"
"25410",9,"we didnt get"
"25411",9,"we find the"
"25412",9,"we had in"
"25413",9,"we have great"
"25414",9,"we have so"
"25415",9,"we have this"
"25416",9,"we have two"
"25417",9,"we just got"
"25418",9,"we love our"
"25419",9,"we need is"
"25420",9,"we need your"
"25421",9,"we see in"
"25422",9,"we should do"
"25423",9,"we should not"
"25424",9,"we spent the"
"25425",9,"we take the"
"25426",9,"we took a"
"25427",9,"we understand that"
"25428",9,"we want you"
"25429",9,"we were talking"
"25430",9,"we were trying"
"25431",9,"we will do"
"25432",9,"we would never"
"25433",9,"wednesday at the"
"25434",9,"wednesday that the"
"25435",9,"week if you"
"25436",9,"week in a"
"25437",9,"weekend in the"
"25438",9,"weeks and months"
"25439",9,"weeks in a"
"25440",9,"weeks of the"
"25441",9,"welcome to all"
